date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,visitors,cost
2022-10-05,S004,P0006,Toys,South,317,175,38,194.21,80.4,1,Sunny,0,82.76,Spring,312,50.63
2022-10-05,S004,P0007,Groceries,West,158,95,123,87.76,47.48,1,Cloudy,0,44.42,Spring,287,34.75
2022-10-05,S004,P0008,Electronics,West,484,75,199,88.43,75.97,1,Snowy,1,73.26,Spring,219,46.51
2022-10-05,S004,P0009,Furniture,North,107,13,121,9.47,26.84,1,Snowy,1,31.45,Summer,79,19.44
2022-10-05,S004,P0010,Clothing,South,347,176,25,186.39,25.32,1,Sunny,1,22.34,Autumn,365,13.22
2022-10-05,S004,P0011,Electronics,West,456,368,192,358.33,63.62,0,Cloudy,0,63.56,Summer,439,41.06
2022-10-05,S004,P0012,Clothing,North,64,34,135,53.34,99.28,1,Cloudy,0,96.95,Summer,234,70.9
2022-10-05,S004,P0013,Groceries,East,156,137,22,127.97,22.6,0,Snowy,0,21.25,Autumn,276,13.66
2022-10-05,S004,P0014,Furniture,West,129,46,149,37.51,36.71,1,Cloudy,1,38.4,Summer,173,23.98
2022-10-05,S004,P0015,Clothing,West,179,98,38,113.78,67.61,0,Sunny,1,65.7,Autumn,287,52.14
2022-10-05,S004,P0016,Groceries,North,175,13,125,29.26,96.86,0,Rainy,1,99.78,Summer,176,52.63
2022-10-05,S004,P0017,Clothing,East,417,258,113,262.78,49.38,1,Rainy,0,45.17,Spring,375,35.02
2022-10-05,S004,P0018,Clothing,East,457,108,46,102.98,17.46,1,Sunny,0,21.29,Winter,267,8.83
2022-10-05,S004,P0019,Furniture,South,275,76,154,69.37,33.78,1,Rainy,1,29.64,Autumn,304,23.12
2022-10-05,S004,P0020,Electronics,West,371,316,127,328.38,24.84,1,Snowy,1,23.17,Spring,490,18.97
2022-10-05,S005,P0001,Electronics,North,184,3,184,15.86,58.26,1,Sunny,0,61.94,Summer,193,39.24
2022-10-05,S005,P0002,Electronics,East,238,27,153,24.44,68.83,1,Snowy,0,64.66,Summer,133,44.29
2022-10-05,S005,P0003,Electronics,West,445,361,58,375.93,74.4,1,Snowy,0,79.19,Winter,465,41.57
2022-10-05,S005,P0004,Furniture,South,288,228,127,245.13,98.83,1,Cloudy,1,100.43,Winter,359,57.38
2022-10-05,S005,P0005,Electronics,East,195,174,174,170.39,45.4,1,Cloudy,0,42.13,Spring,330,35.83
2022-10-05,S005,P0006,Electronics,South,198,174,65,177.55,56.14,1,Snowy,1,52.72,Spring,379,31.82
2022-10-05,S005,P0007,Groceries,West,485,289,39,293.82,28.73,1,Rainy,1,31.65,Autumn,440,15.82
2022-10-05,S005,P0008,Groceries,North,330,286,187,279.56,25.05,0,Snowy,0,24.22,Summer,568,16.08
2022-10-05,S005,P0009,Electronics,East,366,271,38,269.6,45.34,1,Cloudy,1,47.89,Spring,492,26.93
2022-10-05,S005,P0010,Furniture,East,153,138,113,151.03,43.95,1,Rainy,0,47.04,Autumn,334,28.62
2022-10-05,S005,P0011,Toys,East,371,311,155,323.52,90.0,0,Sunny,0,88.41,Summer,534,58.42
2022-10-05,S005,P0012,Groceries,West,342,26,157,37.23,99.13,1,Snowy,0,97.53,Spring,186,75.73
2022-10-05,S005,P0013,Toys,South,484,164,117,174.08,77.77,1,Rainy,0,82.21,Summer,320,59.32
2022-10-05,S005,P0014,Electronics,South,259,63,78,71.26,99.74,1,Cloudy,1,103.56,Spring,214,55.53
2022-10-05,S005,P0015,Toys,West,494,392,73,388.52,39.82,1,Snowy,0,40.94,Summer,679,23.51
2022-10-05,S005,P0016,Furniture,North,325,98,55,91.66,41.52,1,Rainy,1,40.38,Summer,150,24.62
2022-10-05,S005,P0017,Clothing,North,108,98,108,113.65,47.75,1,Cloudy,1,52.73,Winter,358,33.99
2022-10-05,S005,P0018,Clothing,North,244,214,65,217.62,47.29,1,Sunny,0,46.88,Spring,411,35.47
2022-10-05,S005,P0019,Toys,West,259,33,115,28.54,97.43,1,Rainy,1,93.54,Spring,107,69.59
2022-10-05,S005,P0020,Groceries,South,66,60,183,74.19,57.44,1,Sunny,0,56.64,Spring,184,32.63
2022-10-06,S001,P0001,Clothing,South,118,39,143,38.87,73.1,1,Rainy,0,77.49,Autumn,272,47.37
2022-10-06,S001,P0002,Groceries,East,225,178,81,173.83,99.86,0,Rainy,0,97.17,Winter,436,66.21
2022-10-06,S001,P0003,Groceries,East,437,122,184,140.18,21.12,1,Rainy,0,24.14,Spring,232,13.91
2022-10-06,S001,P0004,Electronics,North,190,99,175,98.35,30.56,0,Rainy,1,26.93,Winter,271,22.67
2022-10-06,S001,P0005,Furniture,North,206,50,22,49.17,91.68,1,Sunny,0,88.88,Spring,340,53.92
2022-10-06,S001,P0006,Groceries,West,64,2,150,6.08,99.08,1,Sunny,1,102.97,Spring,106,50.24
2022-10-06,S001,P0007,Clothing,South,465,401,137,409.66,41.92,1,Snowy,1,43.85,Winter,613,32.66
2022-10-06,S001,P0008,Clothing,South,129,24,194,29.33,24.28,1,Cloudy,1,22.7,Summer,279,13.54
2022-10-06,S001,P0009,Clothing,North,277,48,29,48.41,26.21,1,Sunny,0,22.22,Summer,284,13.82
2022-10-06,S001,P0010,Clothing,North,190,85,35,78.79,75.04,1,Sunny,0,73.29,Autumn,173,45.7
2022-10-06,S001,P0011,Groceries,West,273,53,20,70.82,76.1,1,Sunny,1,75.04,Winter,287,53.37
2022-10-06,S001,P0012,Groceries,East,441,46,90,53.57,35.14,1,Rainy,1,40.04,Autumn,178,26.37
2022-10-06,S001,P0013,Toys,North,339,293,113,300.92,67.41,1,Snowy,1,62.74,Summer,537,47.72
2022-10-06,S001,P0014,Toys,North,413,2,162,18.23,55.72,1,Cloudy,0,52.96,Winter,85,40.22
2022-10-06,S001,P0015,Toys,North,113,36,169,32.29,62.92,1,Rainy,0,63.71,Winter,335,44.23
2022-10-06,S001,P0016,Electronics,South,472,44,29,36.23,82.06,0,Rainy,1,82.31,Winter,206,57.35
2022-10-06,S001,P0017,Furniture,North,257,121,89,131.86,14.73,1,Snowy,1,12.3,Summer,339,11.12
2022-10-06,S001,P0018,Groceries,North,86,5,185,7.45,37.39,0,Sunny,1,33.11,Spring,204,20.81
2022-10-06,S001,P0019,Clothing,East,478,216,130,232.13,30.99,1,Snowy,0,35.49,Spring,495,16.12
2022-10-06,S001,P0020,Toys,West,187,91,167,101.69,45.46,1,Sunny,0,49.82,Autumn,388,31.22
2022-10-06,S002,P0001,Toys,North,196,32,125,33.14,52.15,1,Cloudy,1,54.92,Spring,108,37.28
2022-10-06,S002,P0002,Clothing,South,461,386,111,382.96,33.38,1,Sunny,1,30.51,Spring,584,16.93
2022-10-06,S002,P0003,Electronics,North,401,367,94,372.99,23.36,0,Cloudy,1,25.33,Autumn,585,16.4
2022-10-06,S002,P0004,Clothing,South,112,74,181,93.89,42.54,0,Rainy,1,45.17,Winter,154,26.17
2022-10-06,S002,P0005,Electronics,South,86,58,153,57.2,95.4,1,Sunny,1,96.51,Autumn,262,67.17
2022-10-06,S002,P0006,Clothing,North,473,191,45,196.28,47.06,1,Rainy,0,42.35,Autumn,405,31.66
2022-10-06,S002,P0007,Furniture,East,171,94,60,103.53,84.52,1,Sunny,0,84.41,Spring,337,51.19
2022-10-06,S002,P0008,Electronics,West,269,63,62,57.21,27.76,1,Rainy,1,28.0,Spring,294,21.7
2022-10-06,S002,P0009,Toys,West,273,60,80,59.94,57.5,0,Sunny,1,56.59,Winter,348,30.8
2022-10-06,S002,P0010,Groceries,East,338,283,108,282.53,49.61,1,Cloudy,1,53.44,Winter,469,28.21
2022-10-06,S002,P0011,Electronics,South,101,28,23,27.5,87.99,1,Snowy,0,83.48,Spring,160,49.26
2022-10-06,S002,P0012,Electronics,North,255,12,50,25.44,44.54,1,Snowy,1,42.13,Summer,231,23.7
2022-10-06,S002,P0013,Furniture,West,439,272,137,278.11,57.69,1,Cloudy,1,60.94,Spring,485,32.9
2022-10-06,S002,P0014,Toys,North,272,239,125,238.13,25.18,1,Rainy,0,25.47,Winter,298,17.47
2022-10-06,S002,P0015,Electronics,East,215,30,146,26.6,64.42,1,Cloudy,0,60.18,Autumn,266,37.24
2022-10-06,S002,P0016,Furniture,East,477,36,161,48.13,78.61,1,Cloudy,0,79.07,Winter,125,48.8
2022-10-06,S002,P0017,Electronics,South,407,69,101,72.57,19.36,1,Snowy,1,20.08,Autumn,172,14.67
2022-10-06,S002,P0018,Electronics,South,462,308,95,299.14,14.39,1,Snowy,0,18.58,Summer,594,10.27
2022-10-06,S002,P0019,Clothing,West,326,41,34,42.71,46.23,1,Cloudy,0,50.7,Spring,257,36.88
2022-10-06,S002,P0020,Furniture,South,170,47,114,56.21,49.63,0,Rainy,1,51.27,Spring,231,26.45
2022-10-06,S003,P0001,Groceries,North,168,15,188,30.95,96.57,1,Rainy,0,101.49,Summer,68,54.63
2022-10-06,S003,P0002,Toys,West,281,262,168,260.15,67.53,1,Rainy,0,65.57,Winter,454,48.61
2022-10-06,S003,P0003,Groceries,East,462,64,62,66.56,31.81,0,Snowy,1,36.8,Winter,317,18.53
2022-10-06,S003,P0004,Furniture,South,236,39,47,52.14,97.74,1,Sunny,0,96.2,Spring,264,55.42
2022-10-06,S003,P0005,Groceries,North,290,243,25,258.32,41.91,0,Sunny,1,44.82,Winter,298,29.18
2022-10-06,S003,P0006,Clothing,East,330,327,87,338.41,81.9,0,Rainy,1,79.69,Autumn,449,45.86
2022-10-06,S003,P0007,Furniture,North,96,65,185,60.34,13.94,1,Rainy,0,13.85,Summer,277,7.18
2022-10-06,S003,P0008,Furniture,South,354,9,142,25.88,63.06,1,Sunny,0,61.88,Spring,258,35.56
2022-10-06,S003,P0009,Clothing,South,222,204,67,205.16,69.12,1,Cloudy,1,67.54,Spring,452,36.78
2022-10-06,S003,P0010,Clothing,South,404,281,156,279.97,33.21,1,Cloudy,0,29.8,Winter,526,18.1
2022-10-06,S003,P0011,Toys,North,351,271,75,274.76,26.81,1,Cloudy,0,26.6,Summer,378,18.74
2022-10-06,S003,P0012,Clothing,West,304,56,146,58.69,62.02,1,Snowy,0,57.18,Spring,182,33.13
2022-10-06,S003,P0013,Groceries,South,346,189,149,202.2,60.3,1,Sunny,1,56.89,Summer,257,37.9
2022-10-06,S003,P0014,Clothing,East,286,191,196,190.47,42.25,1,Snowy,1,43.11,Summer,302,31.99
2022-10-06,S003,P0015,Electronics,East,94,61,91,67.26,50.05,1,Cloudy,0,54.88,Winter,181,26.22
2022-10-06,S003,P0016,Clothing,West,160,66,192,84.58,90.76,1,Rainy,1,92.99,Summer,253,56.91
2022-10-06,S003,P0017,Groceries,East,395,321,26,336.12,11.57,1,Cloudy,0,10.08,Winter,395,9.24
2022-10-06,S003,P0018,Groceries,East,138,94,139,103.08,40.49,1,Cloudy,1,39.34,Winter,315,30.31
2022-10-06,S003,P0019,Clothing,West,86,23,30,34.35,56.98,0,Snowy,0,54.72,Winter,322,30.53
2022-10-06,S003,P0020,Toys,East,347,339,166,347.22,48.71,1,Sunny,0,49.82,Summer,615,24.6
2022-10-06,S004,P0001,Groceries,West,227,92,39,110.67,37.33,0,Sunny,1,38.62,Winter,268,22.06
2022-10-06,S004,P0002,Toys,West,300,32,104,26.14,49.29,1,Cloudy,0,46.1,Summer,139,37.73
2022-10-06,S004,P0003,Toys,West,419,372,92,383.22,78.34,1,Snowy,0,76.76,Winter,574,40.46
2022-10-06,S004,P0004,Toys,West,227,131,193,122.58,10.59,1,Cloudy,1,9.16,Autumn,401,6.09
2022-10-06,S004,P0005,Toys,East,448,317,90,315.12,81.74,1,Cloudy,1,82.17,Spring,486,62.3
2022-10-06,S004,P0006,Toys,South,268,86,54,82.46,60.94,1,Rainy,1,64.98,Summer,339,39.58
2022-10-06,S004,P0007,Electronics,West,349,128,102,130.45,60.94,1,Cloudy,1,58.7,Winter,420,32.62
2022-10-06,S004,P0008,Electronics,South,422,117,161,131.97,73.82,0,Cloudy,1,74.25,Summer,277,47.78
2022-10-06,S004,P0009,Toys,North,392,60,155,54.08,19.67,1,Snowy,0,16.49,Winter,277,11.14
2022-10-06,S004,P0010,Furniture,East,446,246,82,264.62,63.46,0,Cloudy,0,59.95,Autumn,371,33.38
2022-10-06,S004,P0011,Electronics,West,332,47,44,51.26,30.69,1,Cloudy,0,32.95,Spring,340,22.47
2022-10-06,S004,P0012,Toys,North,447,258,122,275.94,55.38,1,Cloudy,1,60.27,Autumn,377,37.36
2022-10-06,S004,P0013,Furniture,South,470,26,184,21.25,10.46,1,Snowy,0,12.21,Spring,213,8.33
2022-10-06,S004,P0014,Electronics,West,145,28,117,23.18,86.75,1,Cloudy,0,84.79,Spring,143,53.3
2022-10-06,S004,P0015,Electronics,West,300,41,138,56.21,82.45,1,Rainy,1,86.52,Winter,210,53.52
2022-10-06,S004,P0016,Toys,South,486,323,175,331.62,11.76,1,Cloudy,0,14.76,Autumn,609,6.4
2022-10-06,S004,P0017,Furniture,South,174,54,185,46.5,52.06,0,Rainy,0,53.46,Summer,256,38.98
2022-10-06,S004,P0018,Furniture,West,54,43,103,62.14,70.84,1,Rainy,1,68.41,Winter,291,39.81
2022-10-06,S004,P0019,Electronics,South,456,130,29,126.1,12.47,1,Rainy,1,15.49,Spring,411,7.19
2022-10-06,S004,P0020,Electronics,East,446,313,153,313.51,43.72,1,Sunny,0,45.41,Winter,449,33.68
2022-10-06,S005,P0001,Clothing,North,177,149,43,149.23,69.58,1,Cloudy,0,68.65,Spring,438,49.79
2022-10-06,S005,P0002,Furniture,West,98,93,75,87.4,19.42,1,Snowy,1,24.05,Summer,281,12.04
2022-10-06,S005,P0003,Groceries,South,72,56,107,73.98,28.24,0,Snowy,1,29.04,Summer,227,14.68
2022-10-06,S005,P0004,Furniture,West,351,223,166,239.56,54.82,1,Rainy,0,56.25,Spring,436,34.75
2022-10-06,S005,P0005,Groceries,North,291,18,65,14.56,37.89,1,Sunny,0,42.09,Summer,116,27.81
2022-10-06,S005,P0006,Electronics,North,444,66,101,74.33,63.04,1,Cloudy,1,65.94,Autumn,163,49.81
2022-10-06,S005,P0007,Electronics,East,357,122,75,138.49,30.96,1,Snowy,0,33.11,Autumn,286,15.57
2022-10-06,S005,P0008,Clothing,East,446,195,128,206.15,96.02,1,Cloudy,0,100.73,Autumn,331,53.45
2022-10-06,S005,P0009,Furniture,West,276,75,143,73.23,53.48,0,Cloudy,0,57.13,Spring,359,34.88
2022-10-06,S005,P0010,Toys,West,136,42,57,38.88,79.85,1,Sunny,1,83.21,Autumn,98,49.61
2022-10-06,S005,P0011,Electronics,North,302,248,71,240.9,68.61,1,Rainy,1,65.63,Summer,516,53.62
2022-10-06,S005,P0012,Groceries,South,470,58,185,52.44,58.49,1,Rainy,1,62.12,Autumn,184,37.66
2022-10-06,S005,P0013,Clothing,South,438,156,39,158.94,95.0,1,Snowy,1,99.97,Summer,384,72.66
2022-10-06,S005,P0014,Groceries,South,172,68,130,77.29,70.18,1,Cloudy,0,73.04,Autumn,262,50.9
2022-10-06,S005,P0015,Furniture,South,243,213,90,208.86,48.02,1,Rainy,1,52.14,Spring,422,28.47
2022-10-06,S005,P0016,Groceries,West,85,58,135,58.4,99.29,1,Rainy,0,97.23,Summer,261,57.65
2022-10-06,S005,P0017,Toys,North,163,126,104,132.55,59.61,1,Sunny,1,62.84,Spring,296,34.2
2022-10-06,S005,P0018,Toys,East,385,349,129,361.34,46.25,1,Rainy,1,47.57,Summer,522,34.52
2022-10-06,S005,P0019,Electronics,West,121,63,44,61.73,24.06,1,Snowy,0,24.28,Autumn,262,12.28
2022-10-06,S005,P0020,Toys,South,326,279,44,295.83,64.87,0,Sunny,0,60.1,Spring,469,35.27
2022-10-07,S001,P0001,Toys,East,446,322,147,322.39,38.45,1,Sunny,1,41.12,Summer,496,22.07
2022-10-07,S001,P0002,Toys,East,265,66,181,72.36,81.03,1,Snowy,0,81.54,Summer,127,52.87
2022-10-07,S001,P0003,Clothing,North,65,41,72,52.32,72.23,1,Snowy,0,68.16,Spring,161,45.23
2022-10-07,S001,P0004,Clothing,West,191,75,108,91.69,59.63,1,Sunny,1,55.11,Winter,125,35.52
2022-10-07,S001,P0005,Furniture,East,86,78,84,81.49,73.51,1,Rainy,0,76.83,Summer,288,58.24
2022-10-07,S001,P0006,Furniture,South,333,247,38,265.1,96.42,1,Sunny,0,97.25,Autumn,540,62.95
2022-10-07,S001,P0007,Groceries,East,390,203,109,194.71,57.15,1,Cloudy,0,53.23,Winter,371,33.66
2022-10-07,S001,P0008,Clothing,East,344,77,59,95.95,63.18,1,Rainy,1,66.58,Summer,268,48.13
2022-10-07,S001,P0009,Toys,East,365,10,60,12.3,60.7,1,Cloudy,0,61.33,Spring,170,46.0
2022-10-07,S001,P0010,Furniture,East,370,367,153,361.5,14.27,1,Cloudy,0,9.37,Spring,480,7.85
2022-10-07,S001,P0011,Electronics,South,237,13,57,27.68,98.26,0,Rainy,1,94.46,Autumn,105,77.75
2022-10-07,S001,P0012,Toys,East,167,34,107,33.6,87.33,1,Snowy,1,88.52,Autumn,331,61.16
2022-10-07,S001,P0013,Toys,North,426,317,113,329.37,65.51,1,Sunny,1,66.94,Winter,552,45.38
2022-10-07,S001,P0014,Groceries,West,401,381,106,390.71,87.9,1,Sunny,0,89.98,Winter,471,60.01
2022-10-07,S001,P0015,Furniture,North,497,38,133,46.28,37.75,1,Cloudy,0,41.5,Spring,296,24.78
2022-10-07,S001,P0016,Clothing,West,115,114,50,104.44,71.92,0,Cloudy,0,67.16,Winter,359,43.1
2022-10-07,S001,P0017,Furniture,South,332,254,111,269.31,54.38,1,Snowy,1,50.17,Autumn,547,29.04
2022-10-07,S001,P0018,Furniture,West,462,204,54,223.57,39.09,1,Sunny,0,35.35,Summer,368,22.47
2022-10-07,S001,P0019,Groceries,West,293,107,180,119.85,99.3,1,Snowy,1,103.94,Summer,195,49.89
2022-10-07,S001,P0020,Furniture,South,300,38,39,47.57,52.15,1,Sunny,1,54.29,Summer,88,39.94
2022-10-07,S002,P0001,Toys,South,268,185,67,185.08,19.32,1,Snowy,0,19.97,Summer,275,14.05
2022-10-07,S002,P0002,Furniture,South,249,21,91,18.32,69.25,0,Snowy,0,67.08,Spring,243,43.58
2022-10-07,S002,P0003,Clothing,South,83,15,187,32.27,74.31,1,Snowy,1,74.57,Winter,152,53.56
2022-10-07,S002,P0004,Furniture,West,88,55,37,58.59,72.76,0,Sunny,0,75.08,Spring,330,48.7
2022-10-07,S002,P0005,Groceries,South,241,55,58,69.18,21.13,1,Cloudy,0,18.28,Winter,202,14.91
2022-10-07,S002,P0006,Toys,West,331,198,182,196.72,34.91,1,Cloudy,1,33.7,Spring,335,24.03
2022-10-07,S002,P0007,Groceries,South,146,142,108,145.93,23.56,1,Cloudy,0,18.75,Autumn,270,18.2
2022-10-07,S002,P0008,Clothing,West,375,30,123,45.62,47.97,0,Snowy,1,49.27,Autumn,288,24.16
2022-10-07,S002,P0009,Furniture,North,317,258,48,256.84,35.57,1,Cloudy,1,36.61,Summer,448,18.51
2022-10-07,S002,P0010,Furniture,East,301,177,195,173.55,55.32,1,Cloudy,1,59.71,Autumn,297,36.76
2022-10-07,S002,P0011,Electronics,East,251,104,114,102.02,89.33,1,Snowy,1,89.31,Autumn,290,45.38
2022-10-07,S002,P0012,Electronics,South,477,160,180,155.67,12.73,1,Cloudy,0,15.99,Summer,445,8.64
2022-10-07,S002,P0013,Furniture,South,357,323,180,337.04,97.24,1,Rainy,0,101.46,Summer,563,59.33
2022-10-07,S002,P0014,Groceries,South,322,278,164,290.65,14.74,1,Snowy,0,17.86,Autumn,426,9.65
2022-10-07,S002,P0015,Furniture,North,158,3,68,-0.29,40.86,0,Cloudy,1,39.75,Summer,203,26.89
2022-10-07,S002,P0016,Toys,West,249,201,155,191.31,18.27,1,Cloudy,0,20.91,Winter,432,9.39
2022-10-07,S002,P0017,Electronics,South,297,262,89,255.87,93.1,1,Cloudy,0,94.36,Summer,486,49.46
2022-10-07,S002,P0018,Furniture,West,255,243,38,247.53,75.21,1,Cloudy,1,75.85,Autumn,459,47.92
2022-10-07,S002,P0019,Toys,North,495,31,122,47.63,70.16,1,Sunny,0,74.56,Autumn,167,43.39
2022-10-07,S002,P0020,Toys,South,72,41,200,37.05,60.64,1,Rainy,1,58.99,Summer,244,44.36
2022-10-07,S003,P0001,Furniture,North,115,12,104,4.76,91.6,1,Rainy,1,93.81,Autumn,62,56.35
2022-10-07,S003,P0002,Furniture,South,352,307,20,310.5,95.52,1,Snowy,0,100.11,Summer,498,63.19
2022-10-07,S003,P0003,Groceries,East,392,72,49,65.37,90.46,1,Cloudy,1,85.46,Spring,345,45.41
2022-10-07,S003,P0004,Groceries,North,364,278,177,288.49,69.62,0,Snowy,0,68.93,Summer,570,47.49
2022-10-07,S003,P0005,Toys,West,226,146,153,156.45,15.86,1,Cloudy,1,17.46,Autumn,307,7.99
2022-10-07,S003,P0006,Furniture,West,225,224,116,217.96,76.77,1,Snowy,0,72.64,Summer,347,54.66
2022-10-07,S003,P0007,Clothing,North,161,23,70,14.34,80.25,0,Cloudy,1,82.87,Summer,137,62.27
2022-10-07,S003,P0008,Furniture,West,113,104,200,95.55,95.61,1,Cloudy,1,95.69,Spring,222,49.17
2022-10-07,S003,P0009,Groceries,North,337,131,124,150.97,51.04,1,Cloudy,0,56.0,Autumn,247,31.59
2022-10-07,S003,P0010,Groceries,South,265,22,148,24.84,44.16,1,Cloudy,1,40.97,Spring,248,27.66
2022-10-07,S003,P0011,Electronics,North,342,331,161,328.18,58.33,1,Cloudy,1,59.78,Spring,430,35.2
2022-10-07,S003,P0012,Clothing,South,379,313,67,331.81,87.64,1,Rainy,0,87.86,Winter,420,44.29
2022-10-07,S003,P0013,Electronics,North,497,356,31,366.78,43.26,1,Sunny,1,43.4,Winter,458,26.24
2022-10-07,S003,P0014,Groceries,South,411,134,149,128.84,91.4,1,Sunny,0,87.57,Summer,274,50.82
2022-10-07,S003,P0015,Electronics,West,155,0,48,-8.71,39.24,1,Cloudy,0,38.58,Spring,164,21.84
2022-10-07,S003,P0016,Clothing,West,318,126,152,117.03,35.83,1,Rainy,0,35.83,Winter,293,18.25
2022-10-07,S003,P0017,Furniture,North,490,406,181,397.5,29.52,1,Cloudy,1,30.41,Winter,512,15.85
2022-10-07,S003,P0018,Furniture,South,284,261,101,253.54,51.48,1,Sunny,0,48.8,Winter,396,31.37
2022-10-07,S003,P0019,Furniture,East,443,317,40,309.37,18.13,1,Rainy,1,18.11,Spring,384,11.88
2022-10-07,S003,P0020,Clothing,South,108,43,110,57.94,51.99,1,Cloudy,1,49.75,Spring,108,29.76
2022-10-07,S004,P0001,Electronics,West,196,153,102,167.97,31.74,1,Snowy,0,30.66,Spring,332,24.61
2022-10-07,S004,P0002,Groceries,South,185,135,48,147.29,89.95,1,Snowy,0,91.32,Winter,423,57.4
2022-10-07,S004,P0003,Toys,North,480,365,186,371.35,85.56,1,Snowy,1,83.19,Autumn,427,45.04
2022-10-07,S004,P0004,Toys,West,304,52,42,57.61,38.02,1,Sunny,0,37.13,Summer,274,21.72
2022-10-07,S004,P0005,Groceries,South,114,67,51,84.84,99.24,1,Cloudy,1,100.09,Autumn,196,60.1
2022-10-07,S004,P0006,Clothing,West,313,261,84,267.13,26.59,1,Rainy,0,25.82,Winter,510,19.06
2022-10-07,S004,P0007,Groceries,East,282,233,62,225.57,43.79,1,Sunny,1,45.3,Winter,325,23.17
2022-10-07,S004,P0008,Electronics,East,107,61,167,61.17,94.12,1,Cloudy,0,98.1,Winter,310,51.78
2022-10-07,S004,P0009,Clothing,North,236,24,22,40.79,36.58,1,Sunny,0,36.95,Autumn,127,25.2
2022-10-07,S004,P0010,Clothing,West,343,228,172,247.71,98.08,1,Sunny,1,99.62,Autumn,479,59.07
2022-10-07,S004,P0011,Furniture,North,443,282,184,291.94,87.05,1,Sunny,0,84.25,Summer,578,60.25
2022-10-07,S004,P0012,Electronics,West,242,63,111,68.89,40.73,1,Sunny,0,38.95,Autumn,337,27.26
2022-10-07,S004,P0013,Clothing,North,496,216,147,217.2,90.58,1,Cloudy,1,94.93,Autumn,424,52.77
2022-10-07,S004,P0014,Groceries,East,246,96,109,95.84,36.38,1,Snowy,1,31.46,Winter,349,24.71
2022-10-07,S004,P0015,Electronics,North,77,50,190,61.35,76.17,1,Sunny,1,79.42,Summer,236,53.65
2022-10-07,S004,P0016,Clothing,South,310,150,40,154.32,13.3,1,Cloudy,0,11.09,Summer,428,10.61
2022-10-07,S004,P0017,Furniture,South,382,266,196,276.73,64.14,1,Snowy,0,60.72,Winter,388,36.54
2022-10-07,S004,P0018,Furniture,North,123,0,61,19.32,42.38,1,Cloudy,0,45.81,Summer,97,23.69
2022-10-07,S004,P0019,Groceries,South,216,128,196,139.15,27.46,0,Sunny,1,25.47,Autumn,195,19.24
2022-10-07,S004,P0020,Clothing,North,495,266,132,268.59,50.38,0,Cloudy,0,50.06,Spring,537,31.14
2022-10-07,S005,P0001,Clothing,South,140,56,167,61.08,27.98,0,Rainy,0,23.4,Summer,329,18.33
2022-10-07,S005,P0002,Furniture,South,255,140,69,148.6,46.73,1,Sunny,0,42.53,Autumn,421,28.77
2022-10-07,S005,P0003,Furniture,East,454,410,72,429.31,30.38,1,Snowy,0,31.18,Autumn,674,15.71
2022-10-07,S005,P0004,Electronics,West,175,15,32,22.81,81.96,0,Snowy,1,82.2,Summer,75,53.72
2022-10-07,S005,P0005,Electronics,West,242,64,149,58.58,51.84,0,Snowy,0,50.36,Spring,303,31.3
2022-10-07,S005,P0006,Furniture,East,338,285,124,300.06,36.27,1,Sunny,0,32.48,Winter,418,22.85
2022-10-07,S005,P0007,Electronics,North,497,465,155,471.98,55.39,1,Snowy,1,57.67,Spring,533,35.58
2022-10-07,S005,P0008,Furniture,East,105,19,183,23.35,69.52,0,Rainy,1,73.85,Summer,168,51.28
2022-10-07,S005,P0009,Groceries,West,420,128,89,135.86,16.59,1,Sunny,0,17.69,Spring,293,13.17
2022-10-07,S005,P0010,Groceries,East,402,239,44,238.2,23.1,1,Cloudy,1,20.98,Winter,378,17.58
2022-10-07,S005,P0011,Toys,South,346,169,26,163.96,92.26,1,Sunny,1,93.19,Spring,292,57.58
2022-10-07,S005,P0012,Clothing,East,273,49,181,56.32,79.0,1,Rainy,0,83.5,Autumn,122,45.88
2022-10-07,S005,P0013,Clothing,South,315,252,120,248.21,33.61,1,Cloudy,0,37.6,Winter,314,20.74
2022-10-07,S005,P0014,Clothing,East,253,136,124,128.7,82.2,1,Rainy,1,86.78,Spring,310,61.07
2022-10-07,S005,P0015,Clothing,South,265,185,42,201.88,76.83,1,Sunny,0,77.65,Winter,350,56.67
2022-10-07,S005,P0016,Clothing,East,365,99,175,108.68,61.05,1,Rainy,0,58.36,Spring,322,44.92
2022-10-07,S005,P0017,Furniture,West,397,212,63,228.32,61.74,0,Cloudy,0,66.32,Autumn,442,36.88
2022-10-07,S005,P0018,Groceries,South,354,41,163,47.7,71.09,1,Sunny,0,72.67,Autumn,316,46.52
2022-10-07,S005,P0019,Toys,South,243,119,28,119.05,81.13,1,Snowy,1,85.58,Summer,325,62.03
2022-10-07,S005,P0020,Toys,South,138,5,196,-0.22,72.3,1,Rainy,1,69.35,Spring,218,44.55
2022-10-08,S001,P0001,Furniture,East,270,169,58,178.73,73.17,1,Snowy,0,75.17,Summer,289,47.61
2022-10-08,S001,P0002,Electronics,West,173,173,38,191.45,67.91,1,Sunny,1,66.94,Summer,465,42.66
2022-10-08,S001,P0003,Groceries,East,175,146,52,143.82,90.7,1,Sunny,1,89.63,Spring,417,49.05
